ID,Age,Weight (kg),Breed,Symptoms,Previous Health Issues,Hydration (%),Heart Rate (bpm),Respiratory Rate (bpm),Temperature (°C),Environmental Exposure,Health Risk (%),Health Risk Level,Diagnosis,Potential Causes,Recommended Diet,Consult Vet
714,1,6.4,Ragdoll,"Difficulty Breathing, Vomiting",Obesity,60,200,33,39.1,Indoor,99,Severe,Gastrointestinal Issue,"Stress, N/A",Diabetic-friendly Diet,Yes
715,14,5.7,British Shorthair,"Loss of Appetite, Coughing",Heart Condition,68,160,32,38.0,Outdoor,24,Moderate,Obesity,Allergies,Balanced Diet,No
716,4,2.8,Scottish Fold,Sneezing,None,61,217,24,37.7,Indoor,69,High,Healthy,N/A,Diabetic-friendly Diet,Yes
717,5,3.6,Bengal,None,Obesity,54,148,29,38.8,Indoor,82,Severe,Heart Disease,"N/A, Age-related",Balanced Diet,Yes
718,15,6.7,Maine Coon,"Lethargy, Coughing",Diabetes,67,174,32,37.9,Outdoor,34,Moderate,Diabetes,"Age-related, Dust",Renal Support Diet,No
719,14,5.9,Sphynx,"Weight Loss, Sneezing, Difficulty Breathing",Heart Condition,49,213,35,38.8,Both,40,Moderate,Healthy,N/A,Balanced Diet,No
720,5,4.9,Sphynx,Sneezing,Diabetes,75,176,32,39.6,Both,69,High,Kidney Failure,Allergies,High-protein Diet,Yes
721,15,4.4,Bengal,"Loss of Appetite, None",Diabetes,71,156,38,39.6,Indoor,59,High,Gastrointestinal Issue,"N/A, Stress",Renal Support Diet,Yes
722,2,3.1,Persian,Weight Loss,Heart Condition,61,156,36,37.8,Outdoor,7,Low,Healthy,N/A,Renal Support Diet,No
723,12,4.3,Sphynx,"Vomiting, Sneezing",Heart Condition,55,154,20,38.2,Indoor,10,Low,Healthy,N/A,Renal Support Diet,No
724,6,6.7,Bengal,"Loss of Appetite, Difficulty Breathing",Heart Condition,59,205,35,38.2,Indoor,7,Low,Healthy,N/A,"Wet food, Hydration",No
725,11,2.8,Sphynx,Loss of Appetite,Arthritis,55,151,39,38.7,Outdoor,88,Severe,Heart Disease,"Stress, Dust",Balanced Diet,Yes
726,13,3.2,Scottish Fold,Sneezing,Kidney Disease,55,144,23,38.8,Outdoor,79,High,Healthy,N/A,"Wet food, Hydration",Yes
727,6,4.8,Siamese,Vomiting,Heart Condition,45,192,30,39.0,Both,34,Moderate,Kidney Failure,Genetic,Balanced Diet,No
728,8,6.8,Maine Coon,None,None,47,165,24,38.4,Both,59,High,Obesity,"Stress, Genetic","Wet food, Hydration",Yes
729,15,4.7,Bengal,"Coughing, Difficulty Breathing",None,60,199,30,38.3,Both,11,Low,Healthy,N/A,"Wet food, Hydration",No
730,12,3.2,Maine Coon,None,Kidney Disease,51,160,38,37.9,Indoor,57,High,Respiratory Infection,Genetic,"Wet food, Hydration",Yes
731,11,2.6,Bengal,Vomiting,Diabetes,51,140,36,38.1,Indoor,89,Severe,Obesity,Age-related,Renal Support Diet,Yes
732,1,5.7,Persian,None,Kidney Disease,57,198,30,38.1,Both,56,High,Diabetes,"Age-related, Allergies",Low-sodium Diet,Yes
733,13,6.0,Persian,"Vomiting, Coughing",Arthritis,72,166,38,37.7,Indoor,68,High,Healthy,N/A,"Wet food, Hydration",Yes
734,6,4.6,Siamese,"Sneezing, Loss of Appetite, None",Diabetes,47,215,21,38.3,Indoor,12,Low,Healthy,N/A,Balanced Diet,No
735,3,3.1,Sphynx,"Coughing, Weight Loss",None,59,153,20,39.1,Outdoor,22,Moderate,Healthy,N/A,High-protein Diet,No
736,3,3.8,Persian,"Sneezing, Weight Loss",None,74,176,32,39.8,Outdoor,60,High,Heart Disease,Dust,Balanced Diet,Yes
737,14,3.0,Ragdoll,None,Heart Condition,51,194,29,39.7,Outdoor,81,Severe,Gastrointestinal Issue,Age-related,Balanced Diet,Yes
738,9,6.1,Bengal,Lethargy,None,75,218,39,38.5,Outdoor,99,Severe,Heart Disease,Dehydration,Low-sodium Diet,Yes
739,10,6.7,Siamese,"Weight Loss, Difficulty Breathing, Sneezing",Arthritis,67,154,36,38.6,Both,26,Moderate,Gastrointestinal Issue,"N/A, Stress",Diabetic-friendly Diet,No
740,6,3.8,Ragdoll,"Lethargy, Loss of Appetite, Vomiting",Diabetes,56,195,24,38.3,Both,67,High,Kidney Failure,"Dust, Allergies",Low-sodium Diet,Yes
741,6,4.3,Siamese,Difficulty Breathing,Diabetes,73,196,35,37.7,Both,100,Severe,Respiratory Infection,"Dehydration, Stress","Wet food, Hydration",Yes
742,2,2.7,Persian,"Lethargy, Sneezing",None,58,179,28,39.2,Indoor,95,Severe,Diabetes,"Dust, Poor Diet","Wet food, Hydration",Yes
743,3,6.5,Scottish Fold,"Difficulty Breathing, None",Arthritis,56,153,36,38.8,Both,46,Moderate,Respiratory Infection,Dust,Diabetic-friendly Diet,No
744,9,2.5,British Shorthair,"Weight Loss, Vomiting, Sneezing",Diabetes,70,217,35,40.0,Indoor,86,Severe,Heart Disease,"Genetic, N/A","Wet food, Hydration",Yes
745,4,3.0,Scottish Fold,"Weight Loss, None, Lethargy",Kidney Disease,53,200,26,38.6,Indoor,60,High,Healthy,N/A,Low-sodium Diet,Yes
746,13,3.3,Sphynx,None,Obesity,73,205,34,38.2,Both,75,High,Obesity,Poor Diet,Diabetic-friendly Diet,Yes
747,10,5.3,Maine Coon,None,Obesity,48,145,35,37.5,Outdoor,84,Severe,Gastrointestinal Issue,"N/A, Allergies",Balanced Diet,Yes
748,3,4.2,Bengal,"Sneezing, None, Lethargy",Arthritis,45,155,26,37.8,Both,73,High,Respiratory Infection,"Poor Diet, Dehydration",High-protein Diet,Yes
749,6,6.4,Bengal,Vomiting,Heart Condition,66,219,36,38.4,Outdoor,77,High,Kidney Failure,"Dust, Allergies",Low-sodium Diet,Yes
750,15,5.8,British Shorthair,Weight Loss,Diabetes,71,158,23,39.5,Both,35,Moderate,Obesity,"Allergies, Age-related",Low-sodium Diet,No
751,7,3.6,Persian,"Weight Loss, Loss of Appetite, Coughing",Arthritis,53,202,38,38.3,Outdoor,29,Moderate,Diabetes,Age-related,Balanced Diet,No
752,12,6.5,Ragdoll,"Loss of Appetite, Lethargy",Kidney Disease,73,149,24,37.9,Indoor,23,Moderate,Gastrointestinal Issue,"Age-related, N/A",Renal Support Diet,No
753,8,6.7,Maine Coon,Weight Loss,Diabetes,55,194,32,39.1,Outdoor,39,Moderate,Kidney Failure,"Poor Diet, N/A","Wet food, Hydration",No
754,14,5.9,Persian,Coughing,Arthritis,46,211,29,39.1,Both,1,Low,Healthy,N/A,Balanced Diet,No
755,9,6.9,British Shorthair,None,None,57,217,38,39.8,Outdoor,75,High,Diabetes,Genetic,Low-sodium Diet,Yes
756,7,5.1,Bengal,None,Diabetes,49,193,33,39.3,Indoor,1,Low,Healthy,N/A,Balanced Diet,No
757,9,5.5,Ragdoll,None,Heart Condition,48,219,38,37.6,Both,26,Moderate,Healthy,N/A,"Wet food, Hydration",No
758,15,6.0,Siamese,"Difficulty Breathing, Coughing",Heart Condition,66,169,40,38.5,Both,39,Moderate,Heart Disease,"Dehydration, Poor Diet",Balanced Diet,No
759,13,3.0,Sphynx,"Weight Loss, Vomiting, Lethargy",Kidney Disease,59,182,32,39.7,Both,24,Moderate,Obesity,Stress,Renal Support Diet,No
760,7,3.8,Ragdoll,Vomiting,Arthritis,54,150,36,38.6,Both,50,Moderate,Diabetes,Allergies,Diabetic-friendly Diet,No
761,10,4.6,British Shorthair,"Lethargy, Loss of Appetite",Heart Condition,65,155,33,38.4,Both,67,High,Gastrointestinal Issue,Stress,Renal Support Diet,Yes
762,2,5.0,Scottish Fold,"Difficulty Breathing, Sneezing, Vomiting",Diabetes,73,156,36,38.2,Indoor,66,High,Diabetes,Dehydration,High-protein Diet,Yes
763,13,7.0,Scottish Fold,"Difficulty Breathing, Vomiting",Obesity,50,194,38,39.7,Indoor,62,High,Obesity,Dust,Low-sodium Diet,Yes
764,8,5.1,Bengal,None,Heart Condition,52,163,23,39.6,Both,85,Severe,Kidney Failure,"Dehydration, Dust",Renal Support Diet,Yes
765,6,3.7,Persian,"Sneezing, Weight Loss, Lethargy",None,45,202,24,39.7,Both,7,Low,Healthy,N/A,Renal Support Diet,No
766,9,5.9,Scottish Fold,Vomiting,Kidney Disease,49,163,28,38.3,Outdoor,74,High,Gastrointestinal Issue,"N/A, Genetic",Diabetic-friendly Diet,Yes
767,2,4.0,British Shorthair,None,Kidney Disease,58,164,38,37.5,Outdoor,56,High,Healthy,N/A,Renal Support Diet,Yes
768,8,6.0,Siamese,"Vomiting, None, Loss of Appetite",Arthritis,58,191,34,39.8,Outdoor,80,High,Healthy,N/A,High-protein Diet,Yes
769,3,5.3,Scottish Fold,"Coughing, Vomiting",Arthritis,55,147,20,39.4,Both,10,Low,Healthy,N/A,Diabetic-friendly Diet,No
770,6,3.4,Scottish Fold,"Loss of Appetite, Sneezing",Kidney Disease,62,197,33,39.8,Both,36,Moderate,Gastrointestinal Issue,"Genetic, Poor Diet",Renal Support Diet,No
771,4,3.2,Scottish Fold,"None, Coughing",Arthritis,48,168,38,37.5,Indoor,74,High,Diabetes,"Poor Diet, Dust",Diabetic-friendly Diet,Yes
772,2,3.4,Siamese,Weight Loss,Diabetes,55,207,38,39.9,Both,27,Moderate,Diabetes,N/A,High-protein Diet,No
773,3,5.9,Persian,Difficulty Breathing,Obesity,59,204,34,38.5,Outdoor,68,High,Heart Disease,"Age-related, Poor Diet",Renal Support Diet,Yes
774,8,6.1,Scottish Fold,"None, Vomiting",None,60,202,39,38.7,Outdoor,52,High,Respiratory Infection,"Dehydration, Allergies",Low-sodium Diet,Yes
775,6,5.4,Persian,Vomiting,Heart Condition,47,147,35,38.7,Outdoor,89,Severe,Respiratory Infection,"Age-related, N/A",Balanced Diet,Yes
776,10,3.2,Scottish Fold,"Weight Loss, Loss of Appetite, Lethargy",Kidney Disease,68,182,26,39.5,Outdoor,6,Low,Healthy,N/A,Renal Support Diet,No
777,9,5.4,Ragdoll,"Weight Loss, Lethargy",Diabetes,75,196,38,38.2,Indoor,88,Severe,Kidney Failure,Allergies,"Wet food, Hydration",Yes
778,2,5.0,Ragdoll,"None, Sneezing",None,73,182,34,39.1,Both,11,Low,Healthy,N/A,Balanced Diet,No
779,3,6.6,Siamese,"Difficulty Breathing, Lethargy",Arthritis,56,157,27,38.0,Outdoor,13,Low,Healthy,N/A,Low-sodium Diet,No
780,14,4.5,Ragdoll,"Lethargy, Sneezing, Loss of Appetite",Heart Condition,51,142,20,39.0,Indoor,13,Low,Healthy,N/A,Balanced Diet,No
781,6,3.0,Siamese,"Coughing, Vomiting, Loss of Appetite",Kidney Disease,47,186,22,39.8,Outdoor,30,Moderate,Gastrointestinal Issue,Dehydration,Balanced Diet,No
782,10,2.8,Persian,"Loss of Appetite, Lethargy, Sneezing",Arthritis,62,193,36,39.8,Outdoor,77,High,Diabetes,Dehydration,Renal Support Diet,Yes
783,5,4.0,Sphynx,"Lethargy, Weight Loss, Coughing",Diabetes,53,157,29,38.0,Indoor,35,Moderate,Healthy,N/A,Low-sodium Diet,No
784,1,3.1,Siamese,"Coughing, Difficulty Breathing",Kidney Disease,75,162,20,39.7,Outdoor,62,High,Gastrointestinal Issue,Stress,High-protein Diet,Yes
785,10,3.5,Persian,None,Diabetes,69,216,20,39.0,Indoor,96,Severe,Gastrointestinal Issue,Dehydration,Renal Support Diet,Yes
786,2,3.4,Ragdoll,None,Kidney Disease,48,212,27,38.7,Both,50,Moderate,Diabetes,"Allergies, N/A",Diabetic-friendly Diet,No
787,13,4.9,Persian,Lethargy,Obesity,49,177,37,39.9,Indoor,87,Severe,Obesity,Dust,"Wet food, Hydration",Yes
788,13,6.8,British Shorthair,None,Heart Condition,65,187,23,38.8,Both,54,High,Gastrointestinal Issue,"Allergies, Dust",Low-sodium Diet,Yes
789,4,2.8,Maine Coon,"Sneezing, None, Difficulty Breathing",Kidney Disease,72,195,31,39.4,Indoor,81,Severe,Obesity,Dust,High-protein Diet,Yes
790,1,5.9,Scottish Fold,"Loss of Appetite, Vomiting, Weight Loss",Kidney Disease,46,166,29,38.8,Both,45,Moderate,Heart Disease,Age-related,Diabetic-friendly Diet,No
791,11,6.0,Siamese,"Difficulty Breathing, Weight Loss",Arthritis,53,158,33,39.4,Both,91,Severe,Obesity,Stress,"Wet food, Hydration",Yes
792,2,6.5,Sphynx,None,Heart Condition,54,210,31,38.0,Both,36,Moderate,Gastrointestinal Issue,"Dust, Stress",High-protein Diet,No
793,12,5.8,Sphynx,"Loss of Appetite, Vomiting, Difficulty Breathing",Heart Condition,52,193,32,37.5,Both,18,Low,Healthy,N/A,"Wet food, Hydration",No
794,7,5.7,Siamese,Vomiting,Kidney Disease,65,162,31,39.3,Both,67,High,Healthy,N/A,Renal Support Diet,Yes
795,14,2.7,Maine Coon,None,Obesity,53,184,24,38.1,Both,43,Moderate,Obesity,"Dust, Dehydration",Diabetic-friendly Diet,No
796,5,6.4,Scottish Fold,"Lethargy, None, Loss of Appetite",Arthritis,68,194,23,38.4,Indoor,12,Low,Healthy,N/A,Balanced Diet,No
797,14,6.4,Persian,Lethargy,None,48,160,34,38.4,Indoor,82,Severe,Heart Disease,Dust,"Wet food, Hydration",Yes
798,12,4.6,Persian,"Lethargy, Coughing, Difficulty Breathing",Arthritis,62,217,35,37.9,Outdoor,7,Low,Healthy,N/A,Low-sodium Diet,No
799,2,5.4,British Shorthair,"Coughing, None",Diabetes,66,156,38,39.8,Both,61,High,Respiratory Infection,Allergies,High-protein Diet,Yes
800,7,5.6,Siamese,None,Arthritis,47,191,32,39.4,Indoor,61,High,Kidney Failure,Age-related,Diabetic-friendly Diet,Yes
801,1,3.7,Maine Coon,None,Arthritis,56,163,34,39.8,Outdoor,89,Severe,Diabetes,Dust,Low-sodium Diet,Yes
802,5,5.3,Maine Coon,"Vomiting, None, Difficulty Breathing",Diabetes,52,143,38,38.4,Indoor,88,Severe,Respiratory Infection,Poor Diet,Renal Support Diet,Yes
803,1,5.1,British Shorthair,None,Diabetes,61,176,23,37.7,Outdoor,12,Low,Healthy,N/A,Diabetic-friendly Diet,No
804,9,5.0,Siamese,"Loss of Appetite, Lethargy",Arthritis,66,171,22,39.3,Outdoor,68,High,Diabetes,"Allergies, Dust",Balanced Diet,Yes
805,5,5.1,Bengal,Vomiting,Heart Condition,53,178,20,39.7,Both,7,Low,Healthy,N/A,Low-sodium Diet,No
806,11,6.3,Persian,None,Heart Condition,69,220,40,39.6,Both,60,High,Respiratory Infection,"N/A, Allergies","Wet food, Hydration",Yes
807,11,5.7,Ragdoll,"Vomiting, Weight Loss, Coughing",Kidney Disease,68,140,32,38.0,Outdoor,17,Low,Healthy,N/A,"Wet food, Hydration",No
808,1,2.8,Maine Coon,"Sneezing, Coughing",Diabetes,49,171,37,38.0,Indoor,19,Low,Healthy,N/A,High-protein Diet,No
809,7,5.1,Maine Coon,"Loss of Appetite, Weight Loss",Diabetes,74,180,20,38.5,Outdoor,3,Low,Healthy,N/A,"Wet food, Hydration",No
810,10,3.5,Scottish Fold,"Difficulty Breathing, Vomiting",Diabetes,56,210,22,38.1,Indoor,47,Moderate,Diabetes,Genetic,Diabetic-friendly Diet,No
811,14,6.9,Persian,"Vomiting, Lethargy",Heart Condition,54,207,22,38.7,Outdoor,41,Moderate,Obesity,Poor Diet,High-protein Diet,No
812,3,2.6,Ragdoll,"None, Sneezing",Heart Condition,54,177,38,39.3,Outdoor,9,Low,Healthy,N/A,Renal Support Diet,No
813,1,3.4,Scottish Fold,"Vomiting, None, Difficulty Breathing",Obesity,70,162,40,39.7,Indoor,59,High,Diabetes,N/A,High-protein Diet,Yes
814,10,4.3,Maine Coon,None,Obesity,69,184,24,37.8,Indoor,77,High,Gastrointestinal Issue,"Age-related, Stress",Balanced Diet,Yes
815,15,2.7,Scottish Fold,None,Obesity,53,150,27,39.2,Indoor,58,High,Gastrointestinal Issue,Allergies,Renal Support Diet,Yes
816,3,5.0,Siamese,"Loss of Appetite, Vomiting",Diabetes,49,141,40,39.7,Indoor,49,Moderate,Heart Disease,"Dust, Stress","Wet food, Hydration",No
817,11,3.8,Scottish Fold,None,Obesity,74,183,28,38.7,Indoor,94,Severe,Gastrointestinal Issue,Dehydration,"Wet food, Hydration",Yes
818,7,4.6,Siamese,"Lethargy, Vomiting",Kidney Disease,55,155,27,39.2,Indoor,34,Moderate,Respiratory Infection,"Dehydration, N/A",Low-sodium Diet,No
819,3,5.7,Persian,"Sneezing, Loss of Appetite, None",None,45,199,26,38.2,Outdoor,55,High,Obesity,Poor Diet,Balanced Diet,Yes
820,12,5.3,Bengal,None,Obesity,65,147,20,37.7,Indoor,45,Moderate,Heart Disease,"Stress, Dust",Balanced Diet,No
821,10,6.4,Ragdoll,None,Arthritis,48,193,37,37.7,Indoor,1,Low,Healthy,N/A,Diabetic-friendly Diet,No
822,12,6.5,Persian,"Weight Loss, None",Kidney Disease,50,218,36,38.6,Outdoor,56,High,Obesity,Poor Diet,Renal Support Diet,Yes
823,5,4.5,British Shorthair,"Difficulty Breathing, Coughing",Heart Condition,46,154,28,40.0,Outdoor,11,Low,Healthy,N/A,Balanced Diet,No
824,4,6.4,Maine Coon,"Weight Loss, Loss of Appetite, Vomiting",Kidney Disease,72,169,26,40.0,Indoor,4,Low,Healthy,N/A,Renal Support Diet,No
825,2,3.0,Scottish Fold,Loss of Appetite,None,62,170,37,37.7,Outdoor,38,Moderate,Heart Disease,Poor Diet,Low-sodium Diet,No
826,9,4.6,Bengal,None,Obesity,55,140,29,39.4,Outdoor,77,High,Diabetes,Stress,Low-sodium Diet,Yes
827,4,3.0,Ragdoll,"None, Sneezing",Diabetes,74,191,30,37.9,Both,42,Moderate,Gastrointestinal Issue,"Allergies, Stress",Diabetic-friendly Diet,No
828,10,4.4,Ragdoll,Lethargy,Obesity,73,166,37,38.3,Both,38,Moderate,Healthy,N/A,Renal Support Diet,No
829,13,3.0,Scottish Fold,None,None,55,186,29,38.9,Outdoor,51,High,Heart Disease,Stress,"Wet food, Hydration",Yes
830,3,4.9,Sphynx,"Lethargy, Vomiting, Weight Loss",Kidney Disease,75,190,23,39.1,Outdoor,12,Low,Healthy,N/A,Balanced Diet,No
831,2,3.7,Bengal,None,Arthritis,63,195,37,38.9,Outdoor,39,Moderate,Respiratory Infection,"Stress, Dehydration",Low-sodium Diet,No
832,6,5.7,Ragdoll,None,Arthritis,58,197,25,39.5,Outdoor,3,Low,Healthy,N/A,"Wet food, Hydration",No
833,15,2.7,British Shorthair,Weight Loss,Arthritis,74,191,36,39.9,Outdoor,64,High,Kidney Failure,"N/A, Allergies",High-protein Diet,Yes
834,3,3.4,Bengal,None,None,58,181,38,39.9,Indoor,62,High,Obesity,"Poor Diet, Dust",Balanced Diet,Yes
835,12,5.9,Ragdoll,None,None,51,189,40,38.2,Indoor,63,High,Diabetes,Age-related,Diabetic-friendly Diet,Yes
836,1,5.2,Maine Coon,"None, Difficulty Breathing",None,50,168,25,38.4,Both,45,Moderate,Kidney Failure,Dust,High-protein Diet,No
837,8,2.8,Bengal,"Lethargy, Difficulty Breathing, Sneezing",Arthritis,55,151,21,37.9,Outdoor,42,Moderate,Healthy,N/A,"Wet food, Hydration",No
838,10,2.6,Scottish Fold,None,Obesity,70,172,37,39.4,Both,90,Severe,Kidney Failure,"Age-related, Allergies",Balanced Diet,Yes
839,15,3.0,Scottish Fold,"Coughing, Sneezing, None",Obesity,50,162,33,38.4,Both,86,Severe,Obesity,Dust,Diabetic-friendly Diet,Yes
840,2,3.5,Sphynx,Loss of Appetite,Kidney Disease,50,155,28,38.2,Outdoor,98,Severe,Obesity,Age-related,High-protein Diet,Yes
841,11,3.9,Siamese,"Sneezing, Loss of Appetite",None,57,217,40,38.1,Indoor,57,High,Gastrointestinal Issue,Poor Diet,Low-sodium Diet,Yes
842,5,4.3,Maine Coon,"Lethargy, None",Obesity,54,189,20,39.4,Outdoor,100,Severe,Heart Disease,Allergies,Diabetic-friendly Diet,Yes
843,6,4.2,Maine Coon,None,None,72,193,27,38.8,Both,23,Moderate,Respiratory Infection,Genetic,Renal Support Diet,No
844,7,5.0,Scottish Fold,"Lethargy, Vomiting, Coughing",Arthritis,68,150,24,37.7,Outdoor,41,Moderate,Healthy,N/A,Low-sodium Diet,No
845,15,6.9,Maine Coon,"None, Lethargy",Diabetes,61,197,22,39.5,Indoor,92,Severe,Diabetes,"Dust, Dehydration",Balanced Diet,Yes
846,6,6.9,Scottish Fold,"Coughing, Sneezing, Loss of Appetite",Arthritis,46,192,22,38.7,Both,87,Severe,Kidney Failure,"Dehydration, Genetic",Low-sodium Diet,Yes
847,15,2.7,Siamese,None,Arthritis,48,176,32,38.0,Outdoor,41,Moderate,Heart Disease,Genetic,Balanced Diet,No
848,7,3.4,Sphynx,None,Arthritis,66,183,29,39.7,Outdoor,58,High,Healthy,N/A,Diabetic-friendly Diet,Yes
849,5,2.8,Scottish Fold,"Weight Loss, Vomiting, Lethargy",Heart Condition,55,202,39,39.8,Outdoor,21,Moderate,Healthy,N/A,"Wet food, Hydration",No
850,14,6.8,Maine Coon,None,Arthritis,57,219,33,37.6,Both,80,High,Diabetes,Stress,Diabetic-friendly Diet,Yes
851,5,6.8,Ragdoll,"Difficulty Breathing, None, Coughing",Heart Condition,67,217,30,38.8,Outdoor,2,Low,Healthy,N/A,Balanced Diet,No
852,2,3.1,Siamese,"Coughing, Loss of Appetite, Vomiting",Kidney Disease,68,140,22,39.1,Outdoor,19,Low,Healthy,N/A,"Wet food, Hydration",No
853,5,4.4,Maine Coon,"Vomiting, Weight Loss",Arthritis,51,157,37,39.6,Both,48,Moderate,Diabetes,"Poor Diet, Allergies",High-protein Diet,No
854,8,6.3,Sphynx,None,Heart Condition,54,165,33,39.9,Outdoor,53,High,Kidney Failure,"Dehydration, Stress",Diabetic-friendly Diet,Yes
855,7,4.2,Persian,"Vomiting, Loss of Appetite, Difficulty Breathing",Obesity,75,162,40,39.2,Both,30,Moderate,Respiratory Infection,"Poor Diet, Dehydration",Renal Support Diet,No
856,12,2.7,Sphynx,None,Diabetes,62,211,36,39.6,Outdoor,75,High,Respiratory Infection,"Dust, Poor Diet",Low-sodium Diet,Yes
857,5,5.2,Scottish Fold,None,Heart Condition,63,141,40,39.4,Outdoor,93,Severe,Gastrointestinal Issue,Age-related,Renal Support Diet,Yes
858,14,4.1,Persian,None,Obesity,54,142,27,37.5,Both,44,Moderate,Healthy,N/A,High-protein Diet,No
859,11,3.4,Persian,Coughing,Obesity,51,182,30,38.5,Indoor,48,Moderate,Respiratory Infection,Age-related,"Wet food, Hydration",No
860,14,5.0,Bengal,Loss of Appetite,Heart Condition,75,176,29,39.9,Both,81,Severe,Kidney Failure,Dust,Diabetic-friendly Diet,Yes
861,10,5.7,Sphynx,"Loss of Appetite, Weight Loss",Diabetes,73,149,28,39.8,Indoor,82,Severe,Obesity,"Dust, Genetic",High-protein Diet,Yes
862,6,7.0,Scottish Fold,"None, Sneezing, Loss of Appetite",Kidney Disease,68,146,32,39.7,Both,36,Moderate,Obesity,"Allergies, N/A",Low-sodium Diet,No
863,6,4.1,Scottish Fold,"Loss of Appetite, Weight Loss, Difficulty Breathing",Obesity,55,142,22,39.3,Outdoor,61,High,Gastrointestinal Issue,Genetic,High-protein Diet,Yes
864,1,6.5,Siamese,"Vomiting, Coughing, None",Heart Condition,64,157,20,38.8,Both,23,Moderate,Obesity,"Poor Diet, Allergies",High-protein Diet,No
865,15,6.4,Sphynx,Sneezing,Diabetes,62,219,35,38.7,Outdoor,84,Severe,Kidney Failure,"N/A, Stress",High-protein Diet,Yes
866,13,6.7,Persian,None,None,56,175,27,38.7,Both,26,Moderate,Kidney Failure,"N/A, Dust",Renal Support Diet,No
867,7,4.1,British Shorthair,None,Heart Condition,72,188,39,37.8,Both,15,Low,Healthy,N/A,Renal Support Diet,No
868,15,2.6,Siamese,None,Kidney Disease,72,179,27,38.9,Both,28,Moderate,Kidney Failure,Genetic,Renal Support Diet,No
869,3,3.3,Ragdoll,"Weight Loss, Sneezing",Kidney Disease,68,171,25,38.5,Both,17,Low,Healthy,N/A,Renal Support Diet,No
870,7,5.1,British Shorthair,None,Heart Condition,46,189,26,39.8,Outdoor,55,High,Heart Disease,"Genetic, Dehydration",Diabetic-friendly Diet,Yes
871,10,2.8,Persian,"Sneezing, Loss of Appetite, Difficulty Breathing",Diabetes,53,197,29,38.5,Outdoor,90,Severe,Gastrointestinal Issue,"Dust, Allergies",High-protein Diet,Yes
872,11,2.8,Siamese,None,Heart Condition,61,218,23,37.8,Both,37,Moderate,Healthy,N/A,High-protein Diet,No
873,1,3.7,Scottish Fold,Difficulty Breathing,Arthritis,69,180,25,40.0,Indoor,23,Moderate,Healthy,N/A,Low-sodium Diet,No
874,6,6.3,Maine Coon,"Vomiting, None",Kidney Disease,46,205,30,39.1,Outdoor,86,Severe,Obesity,"N/A, Age-related",Low-sodium Diet,Yes
875,14,6.9,Maine Coon,"None, Vomiting, Lethargy",Heart Condition,64,172,26,39.2,Outdoor,66,High,Respiratory Infection,Age-related,Diabetic-friendly Diet,Yes
876,14,3.7,Maine Coon,Weight Loss,Diabetes,68,147,23,38.8,Both,75,High,Diabetes,Allergies,Balanced Diet,Yes
877,1,4.4,British Shorthair,Coughing,Obesity,47,165,29,39.4,Indoor,65,High,Heart Disease,"Dust, Allergies",Diabetic-friendly Diet,Yes
878,10,6.2,Persian,Sneezing,None,55,146,30,38.6,Outdoor,94,Severe,Respiratory Infection,"Poor Diet, Dehydration",Low-sodium Diet,Yes
879,6,5.2,Sphynx,Sneezing,Heart Condition,50,159,36,37.7,Indoor,11,Low,Healthy,N/A,Low-sodium Diet,No
880,4,5.2,Persian,Weight Loss,Diabetes,46,169,29,38.0,Outdoor,26,Moderate,Heart Disease,"N/A, Stress",Diabetic-friendly Diet,No
881,2,6.2,Maine Coon,Loss of Appetite,Arthritis,63,206,30,39.6,Outdoor,44,Moderate,Healthy,N/A,High-protein Diet,No
882,15,5.7,Persian,"Weight Loss, Difficulty Breathing, Sneezing",Arthritis,54,218,35,39.8,Outdoor,72,High,Gastrointestinal Issue,N/A,Balanced Diet,Yes
883,13,4.6,Persian,Loss of Appetite,Diabetes,45,188,23,39.2,Indoor,20,Low,Healthy,N/A,Diabetic-friendly Diet,No
884,8,2.7,Bengal,None,Kidney Disease,63,148,35,39.8,Both,56,High,Gastrointestinal Issue,"Genetic, Dehydration",High-protein Diet,Yes
885,5,3.9,Ragdoll,None,Kidney Disease,45,145,25,39.7,Both,14,Low,Healthy,N/A,"Wet food, Hydration",No
886,12,7.0,Siamese,Lethargy,None,51,146,31,39.8,Both,17,Low,Healthy,N/A,Low-sodium Diet,No
887,11,2.8,Siamese,None,Heart Condition,68,143,21,39.0,Outdoor,64,High,Heart Disease,N/A,Renal Support Diet,Yes
888,12,3.1,Scottish Fold,None,Heart Condition,72,179,36,39.6,Both,88,Severe,Kidney Failure,"Genetic, Dust",Diabetic-friendly Diet,Yes
889,8,4.7,Siamese,None,Arthritis,65,188,24,39.1,Indoor,9,Low,Healthy,N/A,High-protein Diet,No
890,15,5.8,British Shorthair,"Lethargy, None",Heart Condition,63,212,36,38.4,Indoor,59,High,Diabetes,"Allergies, Age-related","Wet food, Hydration",Yes
891,8,5.9,Sphynx,"Lethargy, Loss of Appetite, Difficulty Breathing",Kidney Disease,74,171,37,38.0,Outdoor,37,Moderate,Respiratory Infection,N/A,Balanced Diet,No
892,2,3.6,British Shorthair,None,Heart Condition,49,183,24,38.6,Outdoor,100,Severe,Obesity,"Stress, Dehydration","Wet food, Hydration",Yes
893,15,5.8,Scottish Fold,None,Kidney Disease,66,142,38,38.9,Both,55,High,Diabetes,Age-related,Renal Support Diet,Yes
